"","team_name","game_date","season","period","minutes_remaining","seconds_remaining","shot_made_flag","action_type","shot_type","shot_distance","opponent","x","y","player","minute"
"855","Golden State Warriors","3/29/17","2016",2,2,2,"shot_no","Layup Shot","2PT Field Goal",1,"San Antonio Spurs",-2,-11,"Stephen Curry",14
"856","Golden State Warriors","11/10/16","2016",3,10,24,"shot_yes","Layup Shot","2PT Field Goal",1,"Denver Nuggets",-12,-6,"Stephen Curry",34
"857","Golden State Warriors","11/19/16","2016",2,4,15,"shot_no","Layup Shot","2PT Field Goal",0,"Milwaukee Bucks",-3,-6,"Stephen Curry",16
"858","Golden State Warriors","11/1/16","2016",3,2,30,"shot_no","Layup Shot","2PT Field Goal",1,"Portland Trail Blazers",17,2,"Stephen Curry",26
"859","Golden State Warriors","2/1/17","2016",1,1,44,"shot_no","Layup Shot","2PT Field Goal",0,"Charlotte Hornets",4,7,"Stephen Curry",1
"860","Golden State Warriors","11/4/16","2016",4,5,2,"shot_yes","Layup Shot","2PT Field Goal",1,"Los Angeles Lakers",-10,3,"Stephen Curry",41
"861","Golden State Warriors","4/4/17","2016",2,3,26,"shot_no","Layup Shot","2PT Field Goal",2,"Minnesota Timberwolves",9,26,"Stephen Curry",15
"862","Golden State Warriors","1/8/17","2016",3,9,16,"shot_yes","Layup Shot","2PT Field Goal",1,"Sacramento Kings",15,11,"Stephen Curry",33
"863","Golden State Warriors","3/29/17","2016",3,2,13,"shot_no","Layup Shot","2PT Field Goal",2,"San Antonio Spurs",28,-5,"Stephen Curry",26
"864","Golden State Warriors","2/25/17","2016",1,0,8,"shot_no","Layup Shot","2PT Field Goal",0,"Brooklyn Nets",-2,7,"Stephen Curry",0
"865","Golden State Warriors","2/28/17","2016",4,5,55,"shot_no","Layup Shot","2PT Field Goal",1,"Washington Wizards",-19,2,"Stephen Curry",41
"866","Golden State Warriors","3/5/17","2016",4,6,5,"shot_no","Layup Shot","2PT Field Goal",2,"New York Knicks",-20,-11,"Stephen Curry",42
"867","Golden State Warriors","2/15/17","2016",3,9,47,"shot_no","Layup Shot","2PT Field Goal",1,"Sacramento Kings",-11,8,"Stephen Curry",33
"868","Golden State Warriors","10/25/16","2016",3,4,34,"shot_no","Layup Shot","2PT Field Goal",0,"San Antonio Spurs",-2,7,"Stephen Curry",28
"869","Golden State Warriors","2/23/17","2016",1,4,59,"shot_no","Layup Shot","2PT Field Goal",1,"Los Angeles Clippers",4,16,"Stephen Curry",4
"870","Golden State Warriors","12/13/16","2016",3,1,36,"shot_no","Layup Shot","2PT Field Goal",1,"New Orleans Pelicans",15,7,"Stephen Curry",25
"871","Golden State Warriors","11/10/16","2016",1,6,48,"shot_yes","Layup Shot","2PT Field Goal",2,"Denver Nuggets",25,7,"Stephen Curry",6
"872","Golden State Warriors","3/5/17","2016",2,4,13,"shot_no","Layup Shot","2PT Field Goal",1,"New York Knicks",19,-1,"Stephen Curry",16
"873","Golden State Warriors","11/18/16","2016",1,7,35,"shot_no","Layup Shot","2PT Field Goal",1,"Boston Celtics",1,16,"Stephen Curry",7
"874","Golden State Warriors","2/15/17","2016",1,2,3,"shot_no","Layup Shot","2PT Field Goal",2,"Sacramento Kings",-14,21,"Stephen Curry",2
"875","Golden State Warriors","12/28/16","2016",4,5,44,"shot_no","Layup Shot","2PT Field Goal",2,"Toronto Raptors",-19,18,"Stephen Curry",41
"876","Golden State Warriors","3/16/17","2016",1,4,26,"shot_yes","Layup Shot","2PT Field Goal",1,"Orlando Magic",-12,2,"Stephen Curry",4
"877","Golden State Warriors","2/27/17","2016",3,10,26,"shot_yes","Layup Shot","2PT Field Goal",1,"Philadelphia 76ers",-6,16,"Stephen Curry",34
"878","Golden State Warriors","3/31/17","2016",1,3,43,"shot_no","Layup Shot","2PT Field Goal",1,"Houston Rockets",2,18,"Stephen Curry",3
"879","Golden State Warriors","2/25/17","2016",3,2,32,"shot_no","Layup Shot","2PT Field Goal",2,"Brooklyn Nets",22,18,"Stephen Curry",26
"880","Golden State Warriors","3/5/17","2016",1,6,33,"shot_no","Layup Shot","2PT Field Goal",2,"New York Knicks",19,7,"Stephen Curry",6
"881","Golden State Warriors","12/20/16","2016",3,3,42,"shot_no","Layup Shot","2PT Field Goal",0,"Utah Jazz",-7,7,"Stephen Curry",27
"882","Golden State Warriors","12/1/16","2016",3,6,21,"shot_no","Layup Shot","2PT Field Goal",2,"Houston Rockets",0,21,"Stephen Curry",30
"883","Golden State Warriors","10/28/16","2016",1,9,41,"shot_no","Layup Shot","2PT Field Goal",2,"New Orleans Pelicans",-22,16,"Stephen Curry",9
"884","Golden State Warriors","12/13/16","2016",2,0,28,"shot_yes","Layup Shot","2PT Field Goal",2,"New Orleans Pelicans",24,7,"Stephen Curry",12
"885","Golden State Warriors","1/18/17","2016",2,3,51,"shot_no","Layup Shot","2PT Field Goal",0,"Oklahoma City Thunder",4,-5,"Stephen Curry",15
"886","Golden State Warriors","1/2/17","2016",3,0,59,"shot_yes","Pullup Bank shot","2PT Field Goal",15,"Denver Nuggets",4,156,"Stephen Curry",24
"887","Golden State Warriors","2/2/17","2016",3,0,56,"shot_yes","Pullup Jump shot","2PT Field Goal",12,"Los Angeles Clippers",60,110,"Stephen Curry",24
"888","Golden State Warriors","3/14/17","2016",1,10,35,"shot_yes","Pullup Jump shot","2PT Field Goal",14,"Philadelphia 76ers",102,100,"Stephen Curry",10
"889","Golden State Warriors","12/17/16","2016",3,7,41,"shot_yes","Pullup Jump shot","3PT Field Goal",31,"Portland Trail Blazers",132,282,"Stephen Curry",31
"890","Golden State Warriors","3/24/17","2016",2,0,29,"shot_no","Pullup Jump shot","3PT Field Goal",30,"Sacramento Kings",-9,301,"Stephen Curry",12
"891","Golden State Warriors","3/2/17","2016",4,7,11,"shot_no","Pullup Jump shot","3PT Field Goal",26,"Chicago Bulls",-6,267,"Stephen Curry",43
"892","Golden State Warriors","12/15/16","2016",4,5,27,"shot_no","Pullup Jump shot","3PT Field Goal",26,"New York Knicks",-155,218,"Stephen Curry",41
"893","Golden State Warriors","3/29/17","2016",1,9,9,"shot_no","Pullup Jump shot","2PT Field Goal",21,"San Antonio Spurs",-97,190,"Stephen Curry",9
"894","Golden State Warriors","12/25/16","2016",3,6,54,"shot_no","Pullup Jump shot","2PT Field Goal",15,"Cleveland Cavaliers",-102,121,"Stephen Curry",30
"895","Golden State Warriors","3/6/17","2016",1,4,14,"shot_no","Pullup Jump shot","3PT Field Goal",26,"Atlanta Hawks",64,252,"Stephen Curry",4
"896","Golden State Warriors","12/17/16","2016",3,0,0,"shot_yes","Pullup Jump shot","3PT Field Goal",27,"Portland Trail Blazers",-142,239,"Stephen Curry",24
"897","Golden State Warriors","3/6/17","2016",3,1,46,"shot_no","Pullup Jump shot","3PT Field Goal",25,"Atlanta Hawks",-71,242,"Stephen Curry",25
"898","Golden State Warriors","3/6/17","2016",3,5,59,"shot_no","Pullup Jump shot","3PT Field Goal",25,"Atlanta Hawks",45,247,"Stephen Curry",29
"899","Golden State Warriors","11/9/16","2016",4,9,12,"shot_yes","Pullup Jump shot","3PT Field Goal",32,"Dallas Mavericks",127,301,"Stephen Curry",45
"900","Golden State Warriors","3/2/17","2016",2,0,0,"shot_no","Pullup Jump shot","3PT Field Goal",39,"Chicago Bulls",166,355,"Stephen Curry",12
"901","Golden State Warriors","2/4/17","2016",1,9,24,"shot_yes","Pullup Jump shot","3PT Field Goal",25,"Sacramento Kings",-19,257,"Stephen Curry",9
"902","Golden State Warriors","11/28/16","2016",2,4,37,"shot_no","Pullup Jump shot","3PT Field Goal",26,"Atlanta Hawks",205,169,"Stephen Curry",16
"903","Golden State Warriors","3/6/17","2016",1,7,26,"shot_no","Pullup Jump shot","2PT Field Goal",21,"Atlanta Hawks",197,85,"Stephen Curry",7
"904","Golden State Warriors","12/17/16","2016",3,7,11,"shot_no","Pullup Jump shot","3PT Field Goal",26,"Portland Trail Blazers",161,210,"Stephen Curry",31
"905","Golden State Warriors","1/16/17","2016",2,0,1,"shot_yes","Pullup Jump shot","3PT Field Goal",27,"Cleveland Cavaliers",117,244,"Stephen Curry",12
"906","Golden State Warriors","1/16/17","2016",1,0,12,"shot_yes","Pullup Jump shot","3PT Field Goal",26,"Cleveland Cavaliers",6,262,"Stephen Curry",0
"907","Golden State Warriors","12/15/16","2016",2,10,26,"shot_no","Pullup Jump shot","2PT Field Goal",18,"New York Knicks",-97,154,"Stephen Curry",22
"908","Golden State Warriors","11/13/16","2016",3,1,44,"shot_yes","Pullup Jump shot","3PT Field Goal",27,"Phoenix Suns",15,272,"Stephen Curry",25
"909","Golden State Warriors","3/2/17","2016",2,2,8,"shot_no","Pullup Jump shot","3PT Field Goal",24,"Chicago Bulls",73,237,"Stephen Curry",14
"910","Golden State Warriors","11/28/16","2016",4,3,0,"shot_yes","Pullup Jump shot","3PT Field Goal",28,"Atlanta Hawks",-163,229,"Stephen Curry",39
"911","Golden State Warriors","11/13/16","2016",2,1,9,"shot_no","Pullup Jump shot","3PT Field Goal",28,"Phoenix Suns",-6,288,"Stephen Curry",13
"912","Golden State Warriors","11/28/16","2016",3,4,18,"shot_no","Pullup Jump shot","3PT Field Goal",25,"Atlanta Hawks",2,252,"Stephen Curry",28
"913","Golden State Warriors","11/13/16","2016",1,8,47,"shot_yes","Pullup Jump shot","3PT Field Goal",23,"Phoenix Suns",-232,18,"Stephen Curry",8
"914","Golden State Warriors","12/20/16","2016",1,4,22,"shot_yes","Pullup Jump shot","3PT Field Goal",25,"Utah Jazz",-74,244,"Stephen Curry",4
"915","Golden State Warriors","3/6/17","2016",3,8,13,"shot_no","Pullup Jump shot","3PT Field Goal",24,"Atlanta Hawks",155,190,"Stephen Curry",32
"916","Golden State Warriors","1/16/17","2016",2,4,31,"shot_no","Pullup Jump shot","3PT Field Goal",25,"Cleveland Cavaliers",96,239,"Stephen Curry",16
"917","Golden State Warriors","11/13/16","2016",2,5,8,"shot_no","Pullup Jump shot","3PT Field Goal",25,"Phoenix Suns",114,228,"Stephen Curry",17
"918","Golden State Warriors","3/20/17","2016",2,0,26,"shot_no","Pullup Jump shot","2PT Field Goal",22,"Oklahoma City Thunder",-84,213,"Stephen Curry",12
"919","Golden State Warriors","12/15/16","2016",2,5,34,"shot_yes","Pullup Jump shot","3PT Field Goal",25,"New York Knicks",-186,169,"Stephen Curry",17
"920","Golden State Warriors","12/3/16","2016",3,7,48,"shot_yes","Pullup Jump shot","3PT Field Goal",25,"Phoenix Suns",-204,154,"Stephen Curry",31
"921","Golden State Warriors","11/13/16","2016",2,5,59,"shot_yes","Pullup Jump shot","3PT Field Goal",25,"Phoenix Suns",46,252,"Stephen Curry",17
"922","Golden State Warriors","3/2/17","2016",1,0,33,"shot_no","Pullup Jump shot","3PT Field Goal",24,"Chicago Bulls",110,214,"Stephen Curry",0
"923","Golden State Warriors","11/13/16","2016",3,4,9,"shot_no","Pullup Jump shot","3PT Field Goal",28,"Phoenix Suns",-150,242,"Stephen Curry",28
"924","Golden State Warriors","2/2/17","2016",3,2,48,"shot_yes","Pullup Jump shot","2PT Field Goal",15,"Los Angeles Clippers",94,120,"Stephen Curry",26
"925","Golden State Warriors","10/25/16","2016",4,6,11,"shot_no","Pullup Jump shot","3PT Field Goal",23,"San Antonio Spurs",-232,26,"Stephen Curry",42
"926","Golden State Warriors","12/11/16","2016",1,2,49,"shot_no","Pullup Jump shot","2PT Field Goal",18,"Minnesota Timberwolves",133,131,"Stephen Curry",2
"927","Golden State Warriors","12/3/16","2016",1,4,14,"shot_yes","Pullup Jump shot","2PT Field Goal",18,"Phoenix Suns",97,159,"Stephen Curry",4
"928","Golden State Warriors","2/23/17","2016",3,3,37,"shot_yes","Pullup Jump shot","3PT Field Goal",23,"Los Angeles Clippers",230,11,"Stephen Curry",27
"929","Golden State Warriors","1/22/17","2016",3,2,49,"shot_no","Pullup Jump shot","3PT Field Goal",25,"Orlando Magic",-17,252,"Stephen Curry",26
"930","Golden State Warriors","11/4/16","2016",1,4,44,"shot_yes","Pullup Jump shot","2PT Field Goal",21,"Los Angeles Lakers",-160,140,"Stephen Curry",4
"931","Golden State Warriors","11/16/16","2016",1,3,15,"shot_yes","Pullup Jump shot","2PT Field Goal",22,"Toronto Raptors",-97,205,"Stephen Curry",3
"932","Golden State Warriors","3/6/17","2016",3,7,34,"shot_no","Pullup Jump shot","3PT Field Goal",24,"Atlanta Hawks",9,247,"Stephen Curry",31
"933","Golden State Warriors","12/28/16","2016",4,4,25,"shot_no","Pullup Jump shot","3PT Field Goal",26,"Toronto Raptors",207,159,"Stephen Curry",40
"934","Golden State Warriors","2/23/17","2016",3,3,7,"shot_yes","Pullup Jump shot","3PT Field Goal",24,"Los Angeles Clippers",177,174,"Stephen Curry",27
"935","Golden State Warriors","3/24/17","2016",4,5,4,"shot_yes","Pullup Jump shot","3PT Field Goal",26,"Sacramento Kings",-197,180,"Stephen Curry",41
"936","Golden State Warriors","1/8/17","2016",3,8,21,"shot_no","Pullup Jump shot","2PT Field Goal",20,"Sacramento Kings",148,144,"Stephen Curry",32
"937","Golden State Warriors","11/28/16","2016",3,11,32,"shot_yes","Pullup Jump shot","2PT Field Goal",16,"Atlanta Hawks",119,120,"Stephen Curry",35
"938","Golden State Warriors","11/16/16","2016",2,5,58,"shot_no","Pullup Jump shot","3PT Field Goal",25,"Toronto Raptors",-6,257,"Stephen Curry",17
"939","Golden State Warriors","11/16/16","2016",3,1,41,"shot_yes","Pullup Jump shot","2PT Field Goal",16,"Toronto Raptors",-143,82,"Stephen Curry",25
"940","Golden State Warriors","11/7/16","2016",4,6,2,"shot_no","Pullup Jump shot","3PT Field Goal",25,"New Orleans Pelicans",127,224,"Stephen Curry",42
"941","Golden State Warriors","11/16/16","2016",4,3,16,"shot_no","Pullup Jump shot","3PT Field Goal",26,"Toronto Raptors",55,262,"Stephen Curry",39
"942","Golden State Warriors","11/7/16","2016",3,11,13,"shot_yes","Pullup Jump shot","3PT Field Goal",26,"New Orleans Pelicans",19,262,"Stephen Curry",35
"943","Golden State Warriors","3/6/17","2016",3,1,51,"shot_no","Pullup Jump shot","2PT Field Goal",20,"Atlanta Hawks",187,95,"Stephen Curry",25
"944","Golden State Warriors","11/7/16","2016",2,5,5,"shot_yes","Pullup Jump shot","3PT Field Goal",26,"New Orleans Pelicans",-201,165,"Stephen Curry",17
"945","Golden State Warriors","1/22/17","2016",3,6,54,"shot_yes","Pullup Jump shot","3PT Field Goal",27,"Orlando Magic",145,234,"Stephen Curry",30
"946","Golden State Warriors","12/5/16","2016",2,3,29,"shot_yes","Pullup Jump shot","3PT Field Goal",23,"Indiana Pacers",-233,21,"Stephen Curry",15
"947","Golden State Warriors","11/7/16","2016",2,4,20,"shot_yes","Pullup Jump shot","3PT Field Goal",27,"New Orleans Pelicans",-207,183,"Stephen Curry",16
"948","Golden State Warriors","12/5/16","2016",1,7,25,"shot_yes","Pullup Jump shot","3PT Field Goal",26,"Indiana Pacers",145,218,"Stephen Curry",7
"949","Golden State Warriors","11/16/16","2016",4,1,59,"shot_no","Pullup Jump shot","2PT Field Goal",19,"Toronto Raptors",-97,169,"Stephen Curry",37
"950","Golden State Warriors","3/6/17","2016",4,0,33,"shot_no","Pullup Jump shot","3PT Field Goal",25,"Atlanta Hawks",140,213,"Stephen Curry",36
"951","Golden State Warriors","1/8/17","2016",3,7,35,"shot_yes","Pullup Jump shot","3PT Field Goal",24,"Sacramento Kings",-34,244,"Stephen Curry",31
"952","Golden State Warriors","2/13/17","2016",2,2,36,"shot_yes","Pullup Jump shot","3PT Field Goal",26,"Denver Nuggets",132,229,"Stephen Curry",14
"953","Golden State Warriors","3/18/17","2016",2,1,47,"shot_yes","Pullup Jump shot","3PT Field Goal",26,"Milwaukee Bucks",-63,257,"Stephen Curry",13
"954","Golden State Warriors","3/2/17","2016",4,2,7,"shot_no","Pullup Jump shot","3PT Field Goal",24,"Chicago Bulls",135,208,"Stephen Curry",38
"955","Golden State Warriors","2/11/17","2016",1,9,46,"shot_yes","Pullup Jump shot","2PT Field Goal",16,"Oklahoma City Thunder",79,141,"Stephen Curry",9
"956","Golden State Warriors","2/11/17","2016",1,4,26,"shot_no","Pullup Jump shot","3PT Field Goal",24,"Oklahoma City Thunder",82,232,"Stephen Curry",4
"957","Golden State Warriors","10/30/16","2016",3,0,7,"shot_no","Pullup Jump shot","3PT Field Goal",27,"Phoenix Suns",151,232,"Stephen Curry",24
"958","Golden State Warriors","12/1/16","2016",4,4,25,"shot_yes","Pullup Jump shot","3PT Field Goal",24,"Houston Rockets",184,164,"Stephen Curry",40
"959","Golden State Warriors","11/23/16","2016",1,3,37,"shot_yes","Pullup Jump shot","3PT Field Goal",26,"Los Angeles Lakers",-169,203,"Stephen Curry",3
"960","Golden State Warriors","2/13/17","2016",1,3,59,"shot_yes","Pullup Jump shot","2PT Field Goal",19,"Denver Nuggets",146,129,"Stephen Curry",3
"961","Golden State Warriors","12/1/16","2016",4,7,34,"shot_no","Pullup Jump shot","3PT Field Goal",26,"Houston Rockets",9,269,"Stephen Curry",43
"962","Golden State Warriors","2/13/17","2016",1,6,52,"shot_no","Pullup Jump shot","2PT Field Goal",21,"Denver Nuggets",125,174,"Stephen Curry",6
"963","Golden State Warriors","3/2/17","2016",3,4,21,"shot_no","Pullup Jump shot","2PT Field Goal",22,"Chicago Bulls",127,190,"Stephen Curry",28
"964","Golden State Warriors","2/11/17","2016",2,0,30,"shot_yes","Pullup Jump shot","3PT Field Goal",23,"Oklahoma City Thunder",-225,52,"Stephen Curry",12
"965","Golden State Warriors","10/30/16","2016",3,7,29,"shot_yes","Pullup Jump shot","3PT Field Goal",26,"Phoenix Suns",-91,252,"Stephen Curry",31
"966","Golden State Warriors","12/1/16","2016",2,6,56,"shot_yes","Pullup Jump shot","3PT Field Goal",28,"Houston Rockets",-179,223,"Stephen Curry",18
"967","Golden State Warriors","11/10/16","2016",3,7,36,"shot_yes","Pullup Jump shot","3PT Field Goal",25,"Denver Nuggets",68,242,"Stephen Curry",31
"968","Golden State Warriors","10/30/16","2016",1,3,26,"shot_no","Pullup Jump shot","3PT Field Goal",23,"Phoenix Suns",-232,-1,"Stephen Curry",3
"969","Golden State Warriors","3/2/17","2016",1,3,49,"shot_no","Pullup Jump shot","2PT Field Goal",14,"Chicago Bulls",146,-1,"Stephen Curry",3
"970","Golden State Warriors","1/2/17","2016",2,4,54,"shot_yes","Pullup Jump shot","3PT Field Goal",33,"Denver Nuggets",-61,332,"Stephen Curry",16
"971","Golden State Warriors","10/28/16","2016",4,5,49,"shot_yes","Pullup Jump shot","2PT Field Goal",20,"New Orleans Pelicans",-6,205,"Stephen Curry",41
"972","Golden State Warriors","1/2/17","2016",4,3,53,"shot_yes","Pullup Jump shot","3PT Field Goal",29,"Denver Nuggets",141,259,"Stephen Curry",39
"973","Golden State Warriors","3/2/17","2016",1,8,20,"shot_yes","Pullup Jump shot","2PT Field Goal",22,"Chicago Bulls",120,188,"Stephen Curry",8
"974","Golden State Warriors","11/26/16","2016",3,1,16,"shot_yes","Pullup Jump shot","3PT Field Goal",22,"Minnesota Timberwolves",225,26,"Stephen Curry",25
"975","Golden State Warriors","3/21/17","2016",1,11,24,"shot_no","Pullup Jump shot","2PT Field Goal",20,"Dallas Mavericks",-38,203,"Stephen Curry",11
"976","Golden State Warriors","3/6/17","2016",3,6,36,"shot_yes","Pullup Jump shot","3PT Field Goal",24,"Atlanta Hawks",105,223,"Stephen Curry",30
"977","Golden State Warriors","11/18/16","2016",3,7,48,"shot_yes","Pullup Jump shot","3PT Field Goal",25,"Boston Celtics",10,257,"Stephen Curry",31
"978","Golden State Warriors","2/2/17","2016",4,5,14,"shot_yes","Pullup Jump shot","3PT Field Goal",26,"Los Angeles Clippers",212,164,"Stephen Curry",41
"979","Golden State Warriors","1/6/17","2016",4,3,14,"shot_yes","Pullup Jump shot","2PT Field Goal",10,"Memphis Grizzlies",-6,106,"Stephen Curry",39
"980","Golden State Warriors","1/6/17","2016",4,0,41,"shot_no","Pullup Jump shot","3PT Field Goal",26,"Memphis Grizzlies",97,242,"Stephen Curry",36
"981","Golden State Warriors","1/6/17","2016",3,6,34,"shot_yes","Pullup Jump shot","3PT Field Goal",27,"Memphis Grizzlies",207,183,"Stephen Curry",30
"982","Golden State Warriors","1/16/17","2016",3,5,15,"shot_yes","Pullup Jump shot","3PT Field Goal",24,"Cleveland Cavaliers",107,223,"Stephen Curry",29
"983","Golden State Warriors","3/21/17","2016",1,8,7,"shot_yes","Pullup Jump shot","2PT Field Goal",19,"Dallas Mavericks",24,193,"Stephen Curry",8
"984","Golden State Warriors","1/6/17","2016",1,1,27,"shot_yes","Pullup Jump shot","3PT Field Goal",26,"Memphis Grizzlies",-16,262,"Stephen Curry",1
"985","Golden State Warriors","3/29/17","2016",2,3,0,"shot_no","Pullup Jump shot","3PT Field Goal",28,"San Antonio Spurs",114,262,"Stephen Curry",15
"986","Golden State Warriors","1/20/17","2016",1,0,57,"shot_yes","Pullup Jump shot","2PT Field Goal",19,"Houston Rockets",164,110,"Stephen Curry",0
"987","Golden State Warriors","1/2/17","2016",2,5,16,"shot_yes","Pullup Jump shot","2PT Field Goal",20,"Denver Nuggets",115,174,"Stephen Curry",17
"988","Golden State Warriors","1/6/17","2016",3,9,23,"shot_yes","Pullup Jump shot","3PT Field Goal",25,"Memphis Grizzlies",101,237,"Stephen Curry",33
"989","Golden State Warriors","1/6/17","2016",3,8,6,"shot_yes","Pullup Jump shot","3PT Field Goal",26,"Memphis Grizzlies",213,151,"Stephen Curry",32
"990","Golden State Warriors","1/22/17","2016",1,4,0,"shot_no","Pullup Jump shot","3PT Field Goal",25,"Orlando Magic",132,218,"Stephen Curry",4
"991","Golden State Warriors","12/28/16","2016",3,8,22,"shot_yes","Pullup Jump shot","3PT Field Goal",24,"Toronto Raptors",-235,56,"Stephen Curry",32
"992","Golden State Warriors","3/28/17","2016",1,3,58,"shot_no","Pullup Jump shot","3PT Field Goal",24,"Houston Rockets",73,237,"Stephen Curry",3
"993","Golden State Warriors","1/2/17","2016",1,0,27,"shot_no","Pullup Jump shot","3PT Field Goal",27,"Denver Nuggets",-181,203,"Stephen Curry",0
"994","Golden State Warriors","3/18/17","2016",3,2,18,"shot_yes","Pullup Jump shot","3PT Field Goal",26,"Milwaukee Bucks",138,229,"Stephen Curry",26
"995","Golden State Warriors","3/18/17","2016",1,4,53,"shot_yes","Pullup Jump shot","3PT Field Goal",25,"Milwaukee Bucks",-207,156,"Stephen Curry",4
"996","Golden State Warriors","1/25/17","2016",4,1,8,"shot_yes","Pullup Jump shot","3PT Field Goal",24,"Charlotte Hornets",123,213,"Stephen Curry",37
"997","Golden State Warriors","1/25/17","2016",1,5,2,"shot_yes","Pullup Jump shot","3PT Field Goal",26,"Charlotte Hornets",155,219,"Stephen Curry",5
"998","Golden State Warriors","1/16/17","2016",2,2,34,"shot_yes","Pullup Jump shot","2PT Field Goal",22,"Cleveland Cavaliers",-187,120,"Stephen Curry",14
"999","Golden State Warriors","2/4/17","2016",3,9,25,"shot_yes","Pullup Jump shot","3PT Field Goal",24,"Sacramento Kings",-101,228,"Stephen Curry",33
"1000","Golden State Warriors","12/25/16","2016",1,4,36,"shot_no","Pullup Jump shot","3PT Field Goal",25,"Cleveland Cavaliers",-235,90,"Stephen Curry",4
"1001","Golden State Warriors","11/10/16","2016",1,2,22,"shot_yes","Pullup Jump shot","3PT Field Goal",25,"Denver Nuggets",-148,205,"Stephen Curry",2
"1002","Golden State Warriors","1/25/17","2016",1,8,7,"shot_yes","Pullup Jump shot","3PT Field Goal",24,"Charlotte Hornets",69,232,"Stephen Curry",8
"1003","Golden State Warriors","3/29/17","2016",3,6,54,"shot_no","Pullup Jump shot","3PT Field Goal",28,"San Antonio Spurs",43,277,"Stephen Curry",30
"1004","Golden State Warriors","3/18/17","2016",1,3,22,"shot_no","Pullup Jump shot","3PT Field Goal",26,"Milwaukee Bucks",94,252,"Stephen Curry",3
"1005","Golden State Warriors","3/2/17","2016",3,7,39,"shot_no","Pullup Jump shot","2PT Field Goal",20,"Chicago Bulls",110,174,"Stephen Curry",31
"1006","Golden State Warriors","1/25/17","2016",3,2,35,"shot_yes","Pullup Jump shot","2PT Field Goal",22,"Charlotte Hornets",-89,203,"Stephen Curry",26
"1007","Golden State Warriors","12/15/16","2016",4,5,0,"shot_no","Pullup Jump shot","3PT Field Goal",27,"New York Knicks",6,272,"Stephen Curry",41
"1008","Golden State Warriors","3/14/17","2016",4,5,51,"shot_yes","Pullup Jump shot","3PT Field Goal",27,"Philadelphia 76ers",-158,223,"Stephen Curry",41
"1009","Golden State Warriors","3/14/17","2016",3,7,21,"shot_yes","Pullup Jump shot","3PT Field Goal",27,"Philadelphia 76ers",2,272,"Stephen Curry",31
"1010","Golden State Warriors","1/20/17","2016",2,5,8,"shot_no","Pullup Jump shot","3PT Field Goal",26,"Houston Rockets",169,208,"Stephen Curry",17
"1011","Golden State Warriors","1/20/17","2016",2,0,39,"shot_no","Pullup Jump shot","2PT Field Goal",19,"Houston Rockets",141,136,"Stephen Curry",12
"1012","Golden State Warriors","3/18/17","2016",3,7,36,"shot_yes","Pullup Jump shot","3PT Field Goal",25,"Milwaukee Bucks",-163,193,"Stephen Curry",31
"1013","Golden State Warriors","2/11/17","2016",1,0,10,"shot_yes","Pullup Jump shot","3PT Field Goal",25,"Oklahoma City Thunder",-25,257,"Stephen Curry",0
"1014","Golden State Warriors","11/1/16","2016",3,1,11,"shot_no","Pullup Jump shot","2PT Field Goal",22,"Portland Trail Blazers",102,198,"Stephen Curry",25
"1015","Golden State Warriors","3/6/17","2016",4,3,16,"shot_yes","Pullup Jump shot","3PT Field Goal",25,"Atlanta Hawks",197,164,"Stephen Curry",39
"1016","Golden State Warriors","11/1/16","2016",3,3,22,"shot_yes","Pullup Jump shot","3PT Field Goal",22,"Portland Trail Blazers",228,11,"Stephen Curry",27
"1017","Golden State Warriors","11/7/16","2016",4,2,23,"shot_yes","Pullup Jump shot","3PT Field Goal",26,"New Orleans Pelicans",71,252,"Stephen Curry",38
"1018","Golden State Warriors","11/1/16","2016",3,6,41,"shot_no","Pullup Jump shot","3PT Field Goal",26,"Portland Trail Blazers",64,252,"Stephen Curry",30
"1019","Golden State Warriors","2/4/17","2016",1,8,49,"shot_yes","Pullup Jump shot","2PT Field Goal",19,"Sacramento Kings",89,175,"Stephen Curry",8
"1020","Golden State Warriors","3/2/17","2016",1,0,0,"shot_no","Pullup Jump shot","3PT Field Goal",40,"Chicago Bulls",-132,380,"Stephen Curry",0
"1021","Golden State Warriors","11/7/16","2016",3,0,9,"shot_yes","Pullup Jump shot","3PT Field Goal",24,"New Orleans Pelicans",-196,154,"Stephen Curry",24
"1022","Golden State Warriors","2/25/17","2016",1,9,39,"shot_no","Pullup Jump shot","3PT Field Goal",28,"Brooklyn Nets",159,232,"Stephen Curry",9
"1023","Golden State Warriors","1/2/17","2016",3,11,27,"shot_yes","Pullup Jump shot","2PT Field Goal",19,"Denver Nuggets",120,151,"Stephen Curry",35
"1024","Golden State Warriors","1/22/17","2016",3,0,5,"shot_no","Pullup Jump shot","3PT Field Goal",28,"Orlando Magic",-65,282,"Stephen Curry",24
"1025","Golden State Warriors","12/8/16","2016",4,5,26,"shot_no","Pullup Jump shot","2PT Field Goal",19,"Utah Jazz",102,169,"Stephen Curry",41
"1026","Golden State Warriors","2/25/17","2016",1,4,17,"shot_yes","Pullup Jump shot","3PT Field Goal",25,"Brooklyn Nets",-102,237,"Stephen Curry",4
"1027","Golden State Warriors","3/2/17","2016",3,2,48,"shot_yes","Pullup Jump shot","2PT Field Goal",14,"Chicago Bulls",12,149,"Stephen Curry",26
